Column1,Unnamed: 0,cat2_slug,cat3_slug,city_slug,neighborhood_slug,created_at_month,user_type,description,title,rent_mode,rent_value,rent_to_single,rent_type,price_mode,price_value,credit_mode,credit_value,rent_credit_transform,transformable_price,transformable_credit,transformed_credit,transformable_rent,transformed_rent,land_size,building_size,deed_type,has_business_deed,floor,rooms_count,total_floors_count,unit_per_floor,has_balcony,has_elevator,has_warehouse,has_parking,construction_year,is_rebuilt,has_water,has_warm_water_provider,has_electricity,has_gas,has_heating_system,has_cooling_system,has_restroom,has_security_guard,has_barbecue,building_direction,has_pool,has_jacuzzi,has_sauna,floor_material,property_type,regular_person_capacity,extra_person_capacity,cost_per_extra_person,rent_price_on_regular_days,rent_price_on_special_days,rent_price_at_weekends,location_latitude,location_longitude,location_radius
2382,3654,residential-sell,apartment-sell,tehran,sarsabz,10/1/2024 0:00,,"باسلام 
۸۶ متر بازسازی شده
دوخواب
توالت ایرانی و فرنگی
کف لمینیت
بالکن و انباری
گرمایشی شوفاژ 
سرمایشی کولر
ایفون تصویری 
هر دو اتاق خواب کمد دیواری دارد",۸۶متر دوخواب,,,,,مقطوع,8000000000,,,,,,,,,,86,single_page,,2,دو,4,1,TRUE,FALSE,TRUE,FALSE,۱۳۸۱,TRUE,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,south,,,,laminate_parquet,,,,,,,,35.72885132,51.49631119,
2387,3665,commercial-sell,shop-sell,tehran,ferdowsi,10/1/2024 0:00,,"13متر مغازه طبقه همکف پاساژ 

پاخور عالی. بهترین لوکیشن لاله زار

ملکیت و سرقفلی

دارای آب برق گاز تلفن 

بر3",مغازه لاله زار جنوبی,,,,,مقطوع,13700000000,,,,,,,,,,13,,FALSE,,بدون اتاق,,,,,,,۱۳۷۵,,,,,,,,,,,,,,,,,,,,,,,35.6887207,51.42273712,
2388,3666,residential-rent,apartment-rent,tehran,saadat-abad,10/1/2024 0:00,,"✅۱۲۵ متر ۳ خواب سعادت آباد
✅آفتابگیر
✅بازسازی شده
✅خواب مستر
✅حیاط مشجر


✅زیر قیمت ترین واحد در منطقه✅

فایل شخصی کلید در اختیار

مشاور تخصصی منطقه نورا",۱۲۵ متر ۳ خواب فول امکانات,مقطوع,33000000,,,,,مقطوع,420000000,FALSE,FALSE,420000000,,33000000,,,125,,,3,سه,,,,TRUE,TRUE,TRUE,۱۳۸۸,FALSE,,,,,,,,,,,,,,,,,,,,,,35.754776,51.36872482,
2394,3674,residential-sell,apartment-sell,tehran,saadat-abad,12/1/2024 0:00,,"سعادت آباد صرافها

۱۳۸متر

۲خواب

لوکس

دیزاین شده

متریال برند

لابی شیک

لابی من 

سرایدار

سونا و جکوزی فعال

حیاط مشجر

بهترین دسترسی

قابلیت تبدیل به ۳خواب

فایل شخصی

بازدید با هماهنگی

قیمت قابل مذاکره با شرایط پرداخت خوب



در خدمت شما هستیم با بهترین و لاکچری ترین

 ساختمان های برند در منطقه شمیرانات ( زعفرانیه -

 ولنجک - محمودیه - فرشته - الهیه )

⏰️معرفی ملک متناسب با بودجه شما در کمترین زمان⏰️

((خرید ● فروش ● رهن ● اجاره))

"""" پرهام  هستم همراه شما در امور ملکی از اولین بازدید تا لحظه تحویل ملک""""


املاک ◀️تیوان ▶️نماینده رسمی و انحصاری ساختمان مارکدار IBBI",سعادت آباد صرافها ۱۳۸متر دیزاین شده,,,,,مقطوع,32000000000,,,,,,,,,,138,single_page,,1,دو,6,4,TRUE,TRUE,TRUE,TRUE,۱۳۹۵,TRUE,,powerhouse,,,duct_split,duct_split,seat,,,north,,,,stone,,,,,,,,35.78025818,51.37178421,
2395,3678,residential-sell,apartment-sell,tehran,shahrak-e-gharb,11/1/2024 0:00,,"۱۶۰ متر ۳ خواب 
۴ طبقه ۲ واحدی 
بهترین طبقه ((سوم ))

۳ جهت نورگیر بدون مشرف 
۲ پارکینگ 
۱۴متر انباری سندی
سند تک برگ (فروشنده واقعی )

نور و‌نقشه بی نظیر 
فرعی مرغوب شهرک 
تک بلوک کلا ۸ واحد

دید و ویو از شمال و جنوب ساختمان بدون مشرف
۱۰۰ متر قدرالسهم از ۸۰۰ متر زمین 
تراس قابل چیدمان با ویو بی‌نظیر بدون مشرف  

فایل کاملا شخصی کلید نزد املاک 
کارشناس امور ملکی : روستایی
مشاوره تخصصی و معرفی بهترین پلاک های شهرک غرب",۱۶۰ متر ۳ خواب فاز های اصلی شهرک غرب (بهترین فرعی),,,,,مقطوع,26500000000,,,,,,,,,,160,single_page,,3,سه,4,2,TRUE,TRUE,TRUE,TRUE,۱۳۷۶,FALSE,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,south,,,,wood_parquet,,,,,,,,35.75811005,51.35310364,
2402,3686,residential-sell,apartment-sell,tehran,pasdaran,11/1/2024 0:00,,"((((((م̑̑ـ̑̑ـ̑̑س̑̑ـ̑̑ـ̑̑ڪ̑̑ـ̑̑ـ̑ن ̑ب̑̑ـ̑̑ـ̑زرگ ̑ب̑̑ـ̑̑ـ̑ار̑ب̑̑ـ̑̑ـ̑د))))))

⚂⚂فایل شخصی ⚂⚂

⚂⚂عکس و فیلم کاملا واقعیست⚂⚂

✅️مجتمع بسیار کلاسیک با امنیت فوق العاده بالا 

✅️طبقه پنجم غوطه ور در نور افتاب پنجره سرتاسر قدی 

✅️با قابلیت ویو شهید عراقی 

✅️واحد بسیار خوش نقشه و بدون ضعف 

✅️زمین بدون هیچگونه ریشه ...(بنیاد/اوقاف/ستاد اجرایی/ و ......)


✅️سالن یک تکه و بزرگ 

✅️سازه ای بی همتا از سازنده خوشنام و برند در مناطق (۱،۳،۴)

          ✅️لوکیشن بسیار عالی و درجه یک و لرد نشین

✅️مشاعات فول از قبیل

✅️وردی از  لابی مجلل و فاخر به ارتفاع ۷ متر ،و به مساحت ۶۰۰ متر 

✅️سالن اجتماعات، سالن جیم،سالن بازی کودکان، 

✅️سالن سینما، کتابخانه، و سرایدار مقیم 

✅️سه لاین اسانسور، و راه پله مجزا 

✅️متراژهای ۹۵ تا ۱۲۰ متر موجود میباشد

پ̈́ـ̈́ـ̈́ــا̈́ش̈́ـ̈́ـ̈́ــا☎",پاسداران/شهید عراقی/۱۱۷ متر نوساز /فول/ روبه افتاب,,,,,مقطوع,18200000000,,,,,,,,,,117,single_page,,5,دو,6,4,TRUE,TRUE,TRUE,TRUE,۱۴۰۳,FALSE,,powerhouse,,,duct_split,duct_split,squat_seat,,,south,,,,stone,,,,,,,,35.76003265,51.46263123,
2404,3688,residential-sell,apartment-sell,tehran,south-janat-abad,10/1/2024 0:00,,"بهترین گزینه برای خریدی هوشمندانه

پذیرایی یک تیکه و خوش چیدمان

اتاق خواب های بزرگ با کمد دیواری

نقشه مهندسی ساز

متریال استفاده شده درجه یک 

خطی پرده خور ‌با نور مستقیم 

مشاعات بینظیر با مدیریت عالی

دسترسی فوق العاده به شاهراه های اصلی

مناسب برای سخت پسندان

فقط و فقط تماس بگیرید
=======================================
♦️گروه مشاورین مسکن روحی♦️
♦️مشاور و همراه شما = پارسا رنجبر♦️",۹۴متر/سالن پرده خور/چهارباغ/سند شخصی,,,,,مقطوع,9300000000,,,,,,,,,,94,single_page,,4,دو,5,2,TRUE,TRUE,TRUE,TRUE,۱۴۰۰,TRUE,,package,,,duct_split,duct_split,squat_seat,,,south,,,,stone,,,,,,,,35.75050735,51.30348206,
2405,3690,residential-sell,plot-old,tehran,north-sohrevardi,12/1/2024 0:00,,"2طبفه ونیم بنا

162متر   بر 6/5.     250متر بنا قابل سکونت 

جنوبی

پهنه مسکونی


گذر عریض

آژانس املاک سیبویه 

مشاور خانم سلیمانی",165 متر  بر 6/5 سلیمان خاطر,,,,,مقطوع,30000000000,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.72201157,51.42970276,
2410,3698,residential-rent,apartment-rent,tehran,yousef-abad,11/1/2024 0:00,,"سلام
رهن و اجاره آپارتمان

۲۵۰ متر آپارتمان ۳ خواب
طبقه اول ....... کلا ۵ پله به بالا
پارکینگ و انباری
دلباز و خوش نقشه
جهت بازدید لطفاً تماس بگیرید....

مشاور املاک بزرگ یوسف آباد
امین نعمتی",250 متر 3 خواب یوسف آباد,مجانی,0,,,,,مقطوع,3000000000,FALSE,FALSE,3000000000,,0,,,250,,,1,سه,,,,FALSE,TRUE,TRUE,۱۳۷۵,FALSE,,,,,,,,,,,,,,,,,,,,,,35.73574829,51.40277863,
2412,3700,residential-sell,apartment-sell,tehran,shemiran-no,11/1/2024 0:00,,"هوالرزاق 

✅واحد در بهترین شرقی ها

✅کف سرامیک 

✅ کابینت mdf

✅سرویس مجزا

✅فول بازسازی شده 

✅انباری مجزا 

مشاور؛امیر شریفی 

        ✔️✔️مشاور املاک نجفی✔️✔️","آپارتمان ۵۰ متری ، یکخواب",,,,,مقطوع,2000000000,,,,,,,,,,50,written_agreement,,1,یک,3,1,FALSE,FALSE,TRUE,FALSE,۱۳۸۳,TRUE,,water_heater,,,heater,water_cooler,squat,,,west,,,,ceramic,,,,,,,,35.75519562,51.50468445,
2416,3704,residential-sell,apartment-sell,tehran,eram,12/1/2024 0:00,,"____________________[Mosayeb]___________________

✔️فایل شخصی 
✔️زیر قیمت 

۷۰متر آپارتمان ۲خواب 

فول امکانات با بالکن 

فول بازسازی شده بدون یک ریال هزینه 

خوش نقشه 
غرق در نور 

آشپزخانه بزرگ و استاندارد 
کابینت ممبران 

نما و مشاعات بسیار زیبا و خاص 
سرایدار مقیم 
کلا ۱۵ واحد 

بن بست دنج و اختصاصی 
بدون هیج ضعف منطقه ای 

ملک تخلیه بازدید آزاد 
مالک فروشنده واقعی 
سند تک برگ شخصی 

لوکیشن دنج و مشجر 
دسترسی بسیار آسان 
_____________________________________________
مشاور تخصصی منطقه ؛ مصیب
_____________________________________________",۷۰متر ۲خواب فول امکانات فول بازسازی فردوس غرب,,,,,مقطوع,7500000000,,,,,,,,,,70,single_page,,3,دو,5,3,TRUE,TRUE,TRUE,TRUE,۱۳۸۶,TRUE,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,south,,,,ceramic,,,,,,,,35.72657394,51.29291916,500
2417,3705,commercial-rent,shop-rent,tehran,baharestan,8/1/2024 0:00,,"۲۰ منر تا خیابان ظهیر الاسلام
اب  برق  گاز
 سرویس بهداشتی
مناسب جهت انبار ودفتر  کار",۲۰ متر همکف,مقطوع,15000000,,,,,مقطوع,50000000,FALSE,FALSE,50000000,,15000000,,,20,,,,یک,,,,,,,۱۳۸۲,,,,,,,,,,,,,,,,,,,,,,,35.69264221,51.42909241,
2422,3711,residential-sell,apartment-sell,tehran,gholhak,5/1/2024 0:00,مشاور املاک,"فول بازسازی 

نور گیر عالی 

سالن پرده خور 


فایل شخصی  در مارکت نمیباشد 

بازدید با هماهنگی

سعادتی 
**** *** *** *",۸۵ متر  فول بازسازی دولت حسام عراقی,,,,,مقطوع,10800000000,,,,,,,,,,85,,,1,دو,,,,TRUE,TRUE,TRUE,۱۳۸۵,,,,,,,,,,,,,,,,,,,,,,,35.77664566,51.44564056,500
2428,3720,residential-sell,apartment-sell,tehran,hashemi,8/1/2024 0:00,شخصی,"پارکینگ سندی بدون مزاحم
سه طبقه تک واحدی طبقه سوم
انباری کاذب
بالکن دار یک خواب
مرتضوی کوچه اکبری پلاک ۷
فقط فقط فروش بابت معاوضه تماس نگیرید لطفا
مستاجر تا ۳۰ شهریور ۱۵۰/۴۸۰۰
بابت پاک کردن آگهی پافشاری نفرمایید",۴۰ متری مرتضوی پارکینگ دار,,,,,مقطوع,2550000000,,,,,,,,,,40,single_page,,3,یک,3,1,TRUE,FALSE,FALSE,TRUE,۱۳۹۳,,,,,,,,,,,,,,,ceramic,,,,,,,,35.68375015,51.36255646,
2434,3726,residential-sell,apartment-sell,tehran,tehran-shandiz,6/1/2024 0:00,,"سجاد جنوبی کوچه کیانی
کابینت هایگلس
کمد دیواری mdf
مستاجر تا برج ۸ دارد،۳۰۰ پیش ماهی ۴ اجاره
پارکینگ سندی جداگانه ۲۰۰
سند تک برگ",فروش آپارتمان ۶۱ متر یک خواب,,,,,مقطوع,3050000000,,,,,,,,,,61,single_page,,5,یک,5,5,FALSE,TRUE,FALSE,TRUE,۱۴۰۱,FALSE,,package,,,shoofaj,water_cooler,squat,,,north,,,,ceramic,,,,,,,,35.65226746,51.35186768,
2440,3733,residential-rent,apartment-rent,tehran,pirouzi,12/1/2024 0:00,,"----- املاک میری  -------

---------- رهن و اجاره ----------

ادرس : خیابان پیروزی 


✅ مشخصات : 

✨ ۴طبقه تک واحدی طبقه ۲
✨متراژ: ۶۰
✨  خواب :۱
✨ساخت :۱۳۹۸
✨آسانسور 
✨انباری 
✨بالکن
✨ نورگیر بسیار عالی 
✨ خوش نقشه  
✨قابل چیدمان 

 


مشاور شما در منطقه «۱۳/۱۴» تائبی

❌جهت بازدید فقط و فقط حضوری مراجعه به دفتر املاک ❌

ادرس دفتر : خ پیروزی خ کریمشاهیان نبش کوچه داودی املاک میری",۶۰متر تک خواب(به قیمت),مقطوع,14500000,,,,,مقطوع,120000000,FALSE,FALSE,120000000,,14500000,,,60,,,2,یک,4,1,TRUE,TRUE,TRUE,FALSE,۱۳۹۸,FALSE,,,,,,,,,,,,,,,,,,,,,,35.6918602,51.47877884,
2443,3739,residential-sell,apartment-sell,tehran,hekmat,9/1/2024 0:00,,"اندرزگو بلوار صبا
نور گیر عالی
دسترسی عالی 
اتاقهای پر کمد
کاملا شخصی ساز
ورودی لابی",اپارتمان ۱۳۵ متر قیطریه,,,,,مقطوع,29900000000,,,,,,,,,,135,single_page,,2,سه,5,2,TRUE,TRUE,TRUE,TRUE,۱۳۹۲,FALSE,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,west,,,,stone,,,,,,,,35.79555511,51.44112015,
2444,3740,residential-sell,apartment-sell,tehran,darvazeh-shemiran,10/1/2024 0:00,,"✅کلید نخورده

✅خوش نقشه

✅ تخلیه

✅مناسب برای خانواده 

✅کابینت های گلس

✅نورگیر عالی

✅ساختمان شخصی ساز


                   مسکن هجرانی 
             
      بامدیریت محمدرضاهجرانی
      
    قویترین فایلینگ منطقه با دوشعبه فعال
  
       شعبه مرکزی روبروی تالار سیاره. 
    
     سابقه درخشان = اعتبارماست


مشاور شما : یوسفی",آپارتمان ۸۹متری ۲خوابه کلیدنخورده.مسکن هجرانی,,,,,مقطوع,8500000000,,,,,,,,,,89,single_page,,1,دو,5,2,TRUE,TRUE,TRUE,TRUE,۱۴۰۳,FALSE,,package,,,duct_split,duct_split,squat_seat,,,north,,,,ceramic,,,,,,,,35.69649124,51.436306,500
2448,3750,residential-rent,apartment-rent,tehran,shemiran-no,10/1/2024 0:00,,"یک واحد ۷۰ متری تمیز کف سرامیک کابینت ام دی اف حال و آشپزخانه دارای پنجره کمد دیواری بزرگ و جادار  انباری هم روی سرویس و حمام جای زیاد داره ساعت بازدید ۴تا۵ بعد از ظهر 
 واحد تخلیه است .ساختمان آرام ودنج است به مجرد داده نمیشود فقط خانواده.
املاک تماس نگیرد.",آپارتمان ۷۰ متری یک خوابه تمیز و تخلیه است,مقطوع,4500000,,,,,مقطوع,200000000,FALSE,FALSE,200000000,,4500000,,,70,,,1,یک,,,,FALSE,FALSE,FALSE,۱۳۹۰,FALSE,,,,,,,squat,,,,,,,ceramic,,,,,,,,35.75344849,51.49553299,
2451,3754,residential-sell,apartment-sell,tehran,sazamn-barnameh,12/1/2024 0:00,,"پسند با شما تخفیف ویژه ی تضمین شده با بنده

۱۰۷ متر سازمان برنامه شمالی 

بازسازی شده صفر تا صد

نور مستقیم

 ۲ پارکینگ سندی+۱ مزاحم

انباری+آسانسور+بالکن

حدود ۱۰ متر حیاط خلوت مسقف

هر دو خواب کمد دیواری 

اطلاعات بیشتر با یک تماس

مشاور شما ....کیا
املاک پلاک",۱۰۷ متر/سه پارکینگ/سازمان برنامه شمالی,,,,,مقطوع,13400000000,,,,,,,,,,107,,,1,دو,,,TRUE,TRUE,TRUE,TRUE,۱۳۹۴,FALSE,,,,,,,,,,,,,,,,,,,,,,35.73854446,51.30047607,
2456,3759,residential-rent,apartment-rent,tehran,jeyhoun,12/1/2024 0:00,,"املاک بزرگ طهرانی
➖➖➖➖➖➖➖➖➖
55 متر
طبقه اول
1 خواب
➖➖➖➖➖➖➖➖➖
♨️ جای پارک موتور
♨️باسازی شده
♨️ انباری
♨️ گاز رو میزی و هود
♨️ کمد دیواری
♨️آیفون تصویری
➖➖➖➖➖➖➖➖➖
✅سال ساخت 1384
✅1 خواب
✅نور گیر
✅لوکیشن عالی
✅گذر خوب
➖➖➖➖➖➖➖➖➖
⬅️کارشناس و مشاور تخصصی منطقه:عرفان اصغری
➖➖➖➖➖➖➖➖➖

     ✔️قطعا آخرین بازدید شما خواهد بود✔️

✅️املاک طهرانی به قوی ترین فایلینگ منطقه✅️",55متر*جیحون*بی نظیر,مقطوع,2500000,,,,,مقطوع,400000000,FALSE,TRUE,400000000,480000000,2500000,0,,55,,,1,یک,4,,FALSE,FALSE,TRUE,FALSE,۱۳۸۴,TRUE,,water_heater,,,heater,water_cooler,squat,,,north,,,,ceramic,,,,,,,,35.68820953,51.36405182,
2462,3766,commercial-sell,office-sell,tehran,north-sohrevardi,12/1/2024 0:00,,"طبقه همکف با ۴۰ متر حیاط خلوت اختصاصی
واحد کاملا بازسازی شده 
جنب کلینیک نور 
مناسب تمامی مشاغل
مشاور همیشگی شما تارخ هستم",مطهری  ۸۷ متر  ۲ اتاق  سند اداری  فول امکانات,,,,,مقطوع,9500000000,,,,,,,,,,87,,TRUE,0,دو,,,,TRUE,TRUE,TRUE,۱۳۸۳,,,,,,,,,,,,,,,,,,,,,,,35.72407913,51.43863678,0
2475,3788,residential-sell,apartment-sell,tehran,dolatkhah,11/1/2024 0:00,,اپارتمان دارای نور کافی وخوش نقشه و دسترسی نزدیک به خیابان اصلی میباشد,اپارتمان ۵۸متری یک خواب ده واحدی میباشد,,,,,مقطوع,2146000000,,,,,,,,,,58,single_page,,4,یک,5,2,TRUE,FALSE,FALSE,TRUE,۱۳۹۹,FALSE,,,,,,air_conditioner,squat_seat,,,north,,,,ceramic,,,,,,,,35.61954117,51.34250641,
2476,3789,residential-rent,apartment-rent,tehran,hekmat,8/1/2024 0:00,مشاور املاک,"درود بر عزیزان 

✅65متر 
✅1خواب
✅طبقه ی دوم 
✅تک واحدی 
✅پارکینگ 
✅انباری
✅آسانسور
✅نوساز
✅اجاره به مجرد و زوج 
✅قابل تبدیل 

⚜️مشاور شما فرهادی⚜️",65متر /1خواب /نوساز,مقطوع,37000000,,rent_credit,,,مقطوع,300000000,FALSE,FALSE,300000000,,37000000,,,65,,,2,یک,4,1,,TRUE,TRUE,TRUE,۱۴۰۳,,,,,,,,,,,,,,,,,,,,,,,35.80155182,51.4493866,500
2482,3796,residential-sell,apartment-sell,tehran,pirouzi,12/1/2024 0:00,,"۵۰متر
۱خواب
خوش نقشه---نورگیرعالی
فول بازسازی شده 
سرویس آشپزخانه MDf---گاز رومیزی.  هودلمسی
کف سرامیک----نماسنگ
گذر کوچه پهن


قابلیت گرفتن وام ۹۶۰میلیون تومانی",۵۰متری بازسازی شده,,,,,مقطوع,3000000000,,,,,,,,,,50,,,2,یک,,,,FALSE,FALSE,FALSE,۱۳۹۳,FALSE,,,,,,,,,,,,,,,,,,,,,,35.69432068,51.48700333,
2486,3800,residential-rent,house-villa-rent,tehran,eivanak,5/1/2024 0:00,مشاور املاک,"درود
۱۳۰ متر آپارتمان فول باز سازی
واقع در ۷۰۰ متر حیاط مشجر
دو پارکینگ

یک از چهار
محله اعیان نشین شهرک غرب
واحد بازسازی کامل شده و مشابه کلید نخورده میباشد.",130 متر آپارتمان ویلایی یک از چهار خارزم شهرک غرب,مقطوع,3000000,,rent_credit,,,مقطوع,3000000000,TRUE,TRUE,3000000000,1500000000,3000000,48000000,700,130,,,,دو,,,TRUE,,TRUE,TRUE,۱۳۹۰,,,,,,,,,,,,,,,,,,,,,,,35.75688934,51.3532753,500
2487,3801,residential-sell,apartment-sell,tehran,poonak,11/1/2024 0:00,,"فایل شخصی(همکاران محترم لطفا تماس نگیرند)

مربع پونک
           فرعی دنج و قوی 
                                گذر ۱۶ متری
                                              دسترسی عالی
۱۵۷ متر  ۳ خواب

✅ مشاعات آبی
                      ✅ تک واحدی
✅ بهترین طبقه
                ‌‌      ✅ ۴ساله واقعی
✅ بالکن بزرگ و کاربردی
                      ✅ ارتفاع سقف بلند
✅ فوق العاده دلباز


                 ☀️☀️دو کله نور جنوب و شمال☀️☀️
                               به همراه دید کوچه

        ⚜️⚜️نما و مشاعات عالی و درخور شان⚜️⚜️

▪️نقشه عالی 
▪️سالن بزرگ و قابل چیدمان تفکیکی
▪️اتاق خواب های بزرگ با کمد دیواری
▪️آشپزخانه پر کابینت

به قیمت و کارشناسی شده$
پاسخگویی ۷صبح الی ۲بامداد حتی ایام تعطیل
______________________________________
مشاور شما     خانم ستوده",باکس پونک/۱۵۷ متر/تک واحدی/مشاعات آبی,,,,,مقطوع,26500000000,,,,,,,,,,157,single_page,,5,سه,5,1,TRUE,TRUE,TRUE,TRUE,۱۳۹۸,FALSE,,,,,,,,,,,,,,,,,,,,,,35.76538849,51.33250046,0
2492,3808,commercial-rent,shop-rent,tehran,chitgar-lake,12/1/2024 0:00,,"مغازه فوق واقع در شهرک خودرویی باتیس فرصتی استثنایی برای فروش انواع لاستیک و اپاراتی
*فقط اجاره*
تضمین مراجعه کننده به دلیل واقع بودن در مجتمع خدمات خودرویی****",مغازه لاستیک فروشی برای اجاره,مقطوع,40000000,,,,,مقطوع,400000000,FALSE,FALSE,400000000,,40000000,,,70,,,,بدون اتاق,,,,,,,۱۴۰۳,,,,,,,,,,,,,,,,,,,,,,,35.74766159,51.19195557,
2495,3811,residential-sell,apartment-sell,tehran,aghdasieh,9/1/2024 0:00,مشاور املاک,"تاپ لوکیشن شرق ( منطقه یک ) 
فرعی دنج ، آرام و کم تردد ازگل 

81 متر 2 خواب
پارکینگ ، آسانسور
انباری و بالکن
ورودی لابی ، لابی من 24 ساعته

0 تا 100 بازسازی لاکچری
( نورگیری بینظیر از جنوب بدون پاسیو )  
خوش نقشه بدون پرتی ...

سند تک برگ

مشاور شما احمدی
املاک دلتا اقدسیه",81 متر 2 خواب full بازسازی ( Ozgol ),,,,,مقطوع,12500000000,,,,,,,,,,81,single_page,,1,دو,10,2,TRUE,TRUE,TRUE,TRUE,۱۳۸۵,TRUE,,powerhouse,,,fan_coil,fan_coil,squat_seat,,,south,,,,ceramic,,,,,,,,35.80447006,51.47685623,500
2497,3814,residential-sell,apartment-sell,tehran,jeyhoun,12/1/2024 0:00,,"⭐️هلدینگ بزرگ سام⭐️
✅۷۵متر 
✅۲ خواب
✅۴طبقه تک واحدی 
✅طبقه همکف

امکانات:

✅پارکینگ سندی غیر مزاحم
✅انباری 
✅۳۵متر حیاط اختصاصی 

سال ساخت:۸۳

آدرس : طوس/کارون

: ۴٫۸۰۰
هزینه پارکینگ جداگانه محاسبه میشود۲۵۰
کارشناس فروش : 
آقای جوشقانی 
noor
⭐️ زمان شما برای ما ارزشمند است⭐️",۷۵متر بر اصلی طوس/پارکینگدار/۳۵متر حیاط اختصاصی/,,,,,مقطوع,4800000000,,,,,,,,,,75,single_page,,0,دو,4,1,TRUE,FALSE,TRUE,TRUE,۱۳۸۳,TRUE,,water_heater,,,heater,water_cooler,squat,,,south,,,,ceramic,,,,,,,,35.69502258,51.36491776,
2504,3823,residential-rent,apartment-rent,tehran,shiva,10/1/2024 0:00,,"آپارتمان تک واحدی ۱خوابه طبقه دوم 
با پارکینگ و آسانسور تخلیه فوری 
اسپیلیت مناسب برای زوج و مجرد موجه کارمند
قابلیت تمدید قرارداد اجاره نامه برای چند سال",۴۵متری ۱خوابه   شیوا,مقطوع,10000000,,,,,مقطوع,100000000,FALSE,FALSE,100000000,,10000000,,,45,,,2,یک,4,1,,TRUE,FALSE,TRUE,۱۳۹۴,FALSE,,water_heater,,,split,split,squat,,,north,,,,ceramic,,,,,,,,35.67866135,51.47369766,
2507,3826,residential-rent,apartment-rent,tehran,karevan,9/1/2024 0:00,مشاور املاک,"⭐⭐⭐املاک پاسارگاد⭐⭐⭐ 
✨✨✨طبقه اول✨✨✨
⚡⚡⚡آسانسور⚡⚡⚡
کف سرامیک 
کابینت MDF✅✅✅
قبل از تحویل نقاشی میشود
محدوده آگهی پشت کلانتری✅✅  
مشاور شما : جعفری⭐⭐⭐ 
برای بازدید ملک و اطلاع از فایلینگ موجود فقط تماس حاصل فرمایید⚡⚡

✅✅✅✅✅املاک پاسارگاد✅✅✅✅✅",آپارتمان 38 متری یک خوابه,مقطوع,3000000,,rent_credit,,,مقطوع,100000000,TRUE,TRUE,100000000,70000000,3000000,4000000,,38,,,1,یک,5,2,TRUE,TRUE,FALSE,FALSE,۱۳۹۳,,,water_heater,,,heater,water_cooler,squat,,,south,,,,ceramic,,,,,,,,35.61607742,51.4932251,500
2508,3828,residential-sell,apartment-sell,tehran,west-shahrak-e-golestan,5/1/2024 0:00,مشاور املاک,"⭐️⚜️مسکن بزرگ آرکاد ⚜️⭐️

▪️▪️برج برلیان ▪️▪️

⚠️دوقدمی دریاچه⚠️

✳️دارای سند تکبرگ شش دانگ✳️

✔️ ۱۲۴ متر / ۳ خواب / جنوبی  
✔️ پلان بی نظیر بدون یک سانت پرت
✔️ سالن پرده خور 
✔️ طبقه ۳ 
✔️کابینت ممبران 
✔️  انباری / پارکینگ 
✔️آسانسور نفر بر ۲لاین + باری 
✔️  تخلیه به روز 
✔️لابی شیک و مجلل 

‼️جهت اطلاعات بیشتر و بازدید از این واحد با من تماس بگیرید‼️
⚜️مشاور تخصصی شما: فراهانی⚜️",دریاچه چیتگر برج برلیان ۱۲۴ متر سندتکبرگ۳ خواب,,,,,مقطوع,10300000000,,,,,,,,,,124,single_page,,3,سه,20,4,TRUE,TRUE,TRUE,TRUE,۱۳۹۴,,,,,,,,,,,south,,,,ceramic,,,,,,,,35.75302887,51.21389389,
2509,3832,residential-sell,apartment-sell,tehran,soleymani,1/1/2025 0:00,,"۷۲ متر دو خواب 
فول امکانات 
تخلیه کلید نزد املاک 
۲۵۰ هزینه پارکینگ جدا 

قیمت بی مشابه
به دلیل مهاجرت 
سند تک برگ آماده 
فروش بسیار بسیار فوری 
قیمت تمام شده ۳۶۰۰ 

قابلیت ۷۰۰ رهن کامل 
قابلیت دریافت وام 

فقط تماس 
مشاور عبدی",۷۲ متر فول امکانات فروش,,,,,مقطوع,3350000000,,,,,,,,,,72,single_page,,3,دو,4,3,TRUE,TRUE,TRUE,TRUE,۱۳۹۳,TRUE,,package,,,shoofaj,air_conditioner,squat_seat,,,,,,,ceramic,,,,,,,,35.6692543,51.37174225,
2510,3833,residential-rent,apartment-rent,tehran,salamat,8/1/2024 0:00,مشاور املاک,"✅️املاک آسمان✅️

اجاره فوری 
آماده تخلیه 
دو خواب 
تک واحدی 
طبقه دوم 
بازسازی شده 
کابینتmdf 
بالکن
کف سرامیک 
سرویس ها مجزا 
نورگیر عالی 
بازدید ازاد 
کارشناس امور ملکی 
خانم یوسفی‌ 
آدرس دفتر:جنوب به شمال نواب صدمتر بعد از پل بریانک روبه روی مسجدغفوری نبش کوچه‌کمالی پلاک۱۵۱ املاک آسمان",۶۵متر/دو خواب/جوانمرد,مقطوع,6000000,,rent_credit,,,مقطوع,250000000,FALSE,FALSE,250000000,,6000000,,,65,,,2,دو,,,,FALSE,FALSE,FALSE,۱۳۸۵,,,,,,,,,,,,,,,,,,,,,,,35.67671585,51.38238525,500
