,id,cat2_slug,cat3_slug,city_slug,neighborhood_slug,created_at_month,user_type,description,title,rent_mode,rent_value,rent_to_single,rent_type,price_mode,price_value,credit_mode,credit_value,rent_credit_transform,transformable_price,transformable_credit,transformed_credit,transformable_rent,transformed_rent,land_size,building_size,deed_type,has_business_deed,floor,rooms_count,total_floors_count,unit_per_floor,has_balcony,has_elevator,has_warehouse,has_parking,construction_year,is_rebuilt,has_water,has_warm_water_provider,has_electricity,has_gas,has_heating_system,has_cooling_system,has_restroom,has_security_guard,has_barbecue,building_direction,has_pool,has_jacuzzi,has_sauna,floor_material,property_type,regular_person_capacity,extra_person_capacity,cost_per_extra_person,rent_price_on_regular_days,rent_price_on_special_days,rent_price_at_weekends,location_latitude,location_longitude,location_radius,jalali_date,jalali_year,jalali_month,jalali_day,season,adjust_rent,is_suspect,fake_rent,fake_credit,rent_per_sqm,rent_credit_ratio,location,total_cost,region,building_age,cost_per_sqm,rooms_count_num
3737,6878,residential-rent,apartment-rent,tehran,hashemi,7/1/2024,,فقط به یک زوج موجه اجاره داده می شود,اپارتمان ۵۰متری یک خوابه تمیز وجدید سرامیک,مقطوع,10000000,,,,,مقطوع,200000000,False,False,200000000,,10000000,,,50,,,2.0,یک,3.0,1.0,False,False,1,0,1394,False,,package,,,shoofaj,water_cooler,squat_seat,,,east,,,,ceramic,,,,,,,,35.68717957,51.36384583,,1403-04-11,1403,4,11,summer,10000000,False,False,False,200000.0,0.05,1,17500000.0,10,9,350000.0,1
8939,35524,residential-rent,apartment-rent,tehran,sohanak,11/1/2024,,"⭕️زیرقیمت منطقه یک ⭕️

✔️۱۳۵متر 
✔️۳خواب 
✔️پارکینگ 
✔️انباری 
✔️آسانسور 
✔️ویو ابدی 
✔️لوکیشن عالی 
✔️نور عالی 
✔️تراس قابل چیدمان 



☎️مشاوره رایگان 
☎️احسان برجی 



            ⛔️فایل کاملا شخصی ⛔️

☑️دپارتمان نوین مسکن 
☑️با ۵شعبه در منطقه یک",آپارتمان /۱۳۵متر /۳خواب,مقطوع,40000000,,,,,مقطوع,500000000,False,True,500000000,800000000.0,40000000,30000000.0,,135,,,5.0,سه,,,,True,1,1,1391,False,,,,,,,,,,,,,,,,,,,,,,35.80479813,51.53273392,,1403-08-11,1403,8,11,autumn,40000000,False,False,False,296296.2963,0.08,1,45000000.0,1,12,333333.3333,3
25144,22048,residential-rent,apartment-rent,tehran,arjantin,8/1/2024,مشاور املاک,"تکواحدی ۱ واحد از ۴ واحد طبقه ۳ فول بازسازی
امکانات کامل پارکینگ آسانسور انبار و دو بالکن کاربردی غرق نور دسترسی عالی
معماریان",آپارتمان۱۵۰ متر۳خوابه بیهقی تکواحدی شیک,مقطوع,36000000,,rent_credit,,,مقطوع,800000000,True,True,800000000,2000000000.0,36000000,0.0,,150,,,3.0,سه,4.0,1.0,True,True,1,1,1360,,,powerhouse,,,shoofaj,water_cooler,seat,,,north,,,,ceramic,,,,,,,,35.73400497,51.41905212,500.0,1403-05-11,1403,5,11,summer,36000000,False,False,False,240000.0,0.045,1,69666666.67,6,43,464444.4445,3
16777,18747,residential-rent,apartment-rent,tehran,sazamn-barnameh,8/1/2024,,"طبقه بالای همکف
بازسازی شده
بدون کوچکترین پرتی
نورگیر عالی از شمال و جنوب
اتاق خواب با کمد های زیاد
کف پارکت
نقاشی شده
فضای پارک مناسب در کوچه
فاصله پیاده تا متروی ارم سبز ۳ دقیقه
دسترسی سریع به تاکسی و اتوبوس 
مقطوع
مشاوران محترم املاک لطفا قبل از فایل کردن تماس بگیرید
بازدید= قرارداد",آپارتمان۵۶ متری یک خوابه واقع در بلوار شقایق جنوبی,مقطوع,20000000,,,,,مقطوع,120000000,False,False,120000000,,20000000,,,56,,,2.0,یک,4.0,2.0,,False,0,0,1380,True,,powerhouse,,,shoofaj,water_cooler,seat,,,north,,,,laminate_parquet,,,,,,,,35.72174072,51.301651,,1403-05-11,1403,5,11,summer,20000000,False,False,False,357142.8571,0.166666667,1,11666666.67,5,23,208333.3334,1
10802,33573,residential-rent,apartment-rent,tehran,hekmat,6/1/2024,,"41 بلوار اندرزگو
قیمت قابل تبدیل به ودیعه بیشتر و اجاره کمتر
5 دقیقه پیاده روی تا اندرزگو
4 طبقه تک واحدی بدون مالک
مخصوص مجرد موجه
یک خوابه بسیار تمیز
پنجره های بزرگ و نورگیر
طبقه دوم با آسانسور
انباری 5 متری
کابینت MDF
کف سنگ 
گاز رومیزی
شیرآلات نو
درب آکاردئونی
گرمایش: شوفاژ / سرمایش: اسپیلت
محیطی بسیار آرام در همسایگی آرام",آپارتمان 41 متری بلوار اندرزگو,مقطوع,10000000,,,,,مقطوع,600000000,False,False,600000000,,10000000,,,41,,,2.0,یک,,1.0,False,True,1,0,1385,True,,,,,shoofaj,air_conditioner,seat,,,,,,,stone,,,,,,,,35.80046463,51.44845963,,1403-03-12,1403,3,12,spring,10000000,False,False,False,243902.439,0.016666667,1,50833333.33,1,18,1239837.398,1
12788,19934,residential-rent,apartment-rent,tehran,niroo-havayi,7/1/2024,,"⚡دسترسی به مترو چهارراکوکا ۳ دقیقه
⚡دسترسی عالی به فروشگاه ها و مراکز خرید 
⚡پارکینگ بدون مزاحم 
⚡انباری و بالکن 
⚡آماده تخلیه
⚡همراه همیشگی شما 
............
حامد حیدری",۷۰ متر دو خوابه با پارکینگ,مقطوع,14700000,,,,,مقطوع,300000000,False,True,300000000,400000000.0,14700000,11700000.0,,70,,,1.0,دو,4.0,1.0,True,False,1,1,1385,True,,water_heater,,,heater,water_cooler,squat,,,south,,,,ceramic,,,,,,,,35.69306564,51.47533417,,1403-04-11,1403,4,11,summer,14700000,False,False,False,210000.0,0.049,1,26225000.0,13,18,374642.8571,2
7898,18335,residential-rent,apartment-rent,tehran,nosrat,11/1/2024,,آپارتمان مورد اجاره در طبقه دوم ،واحد سوم (کلا سه تا تک واحدی )،دارای سی چهار عدد پله و هفتاد متر بالکن ، کاملا تمیز نقاشی شده و تخلیه آماده تحویل.لطفا واسطه ها یا املاکی های محترم تماس نگیرند،به خانواده مذهبی اجاره داده میشود و تا صد م قابل تبدیل میباشد.ساعت تماس تلفنی از ساعت ۱۴ الی ۱۷ و از ۱۹ الی ۲۱,جمالزاده بالاتر از باقرخان کوچه عباسی,مقطوع,15000000,,,,,مقطوع,300000000,False,False,300000000,,15000000,,,100,,,2.0,دو,3.0,1.0,True,False,0,0,1378,True,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,south,,,,ceramic,,,,,,,,35.71160889,51.38214493,,1403-08-11,1403,8,11,autumn,15000000,False,False,False,150000.0,0.05,1,26250000.0,6,25,262500.0,2
20130,6222,residential-rent,apartment-rent,tehran,vahidiyeh,8/1/2024,,"آپارتمان واقع در طبقه چهارم بدون مالک فاقد آسانسور دارای پمپ آب بدون پارکینگ دارای انباری, نما آجر 
روزهای بازدید دوشنبه و چهارشنبه و پنج شنبه جمعه بعد از ظهرها 4 به بعد
ودیعه 110 ملیون تومان اجاره 10 ملیون تومان
شماره تماس ***********",آپارتمان ۵۷ متری یک خوابه,مقطوع,10000000,,,,,مقطوع,110000000,False,False,110000000,,10000000,,,57,,,4.0,یک,4.0,1.0,False,False,1,0,1385,False,,water_heater,,,heater,water_cooler,squat,,,east,,,,ceramic,,,,,,,,35.71439362,51.47429657,,1403-05-11,1403,5,11,summer,10000000,False,False,False,175438.5965,0.090909091,1,10000000.0,8,18,175438.5965,1
5115,35221,residential-rent,apartment-rent,tehran,saadat-abad,7/1/2024,مشاور املاک,"⚜️mordad group⚜️.                

واحدی بسیار تمیز و شیک با فضای ورودی دلنشین

شما هنگام سکونت در این محله از نظر دسترسی مشکلی نخواهید داشت
 
⭕️مشخصات‌ملک⭕️

⭕️واحدی با متراژ۱۶۰ متر

⭕️۳ خواب بزرگ و قابل چیدمان

⭕️سالن پرده خور و رو به آفتاب(غرق در نور)

⭕️۵ طبقه دو واحدی

⭕️پارکینگ انباری آسانسور بالکن

⭕️۲ سرویس بهداشتی

                                ⚜️مرداد،خانه داد⚜️",۱۶۰ متر ۳ خواب/غرق نور,مقطوع,40000000,,rent_credit,,,مقطوع,1000000000,True,True,1000000000,500000000.0,40000000,55000000.0,,160,,,4.0,سه,,,,True,1,1,1387,,,,,,,,,,,,,,,,,,,,,,,35.78196335,51.37481689,500.0,1403-04-11,1403,4,11,summer,40000000,False,False,False,250000.0,0.04,1,86666666.67,2,16,541666.6667,3
8985,4221,residential-rent,apartment-rent,tehran,central-janat-abad,7/1/2024,مشاور املاک,"-شاهکاری دیگر از گروه تخصصی رهن و اجاره «باب»

۹۴متر / ۲ خواب جادار با کمد دیواری

نقشه جذاب باقابلیت چینش ۲دست مبل ونهارخوری

آفتابگیر / ۲طرف نور مستقیم / پنجره قدی 

طبقه اول واقعی / دارای پاسیو مستقل

ساختمان شیک / نما مشاعات جذاب

محله دنج و آرام / امن و سرسبز

با کمال احترام کمیسیون یک دوم
مشاور حقوقی و کارشناس رسمی املاک و مستغلات
نوید باب الحوائجی",۹۴متر ۲خ مخبری-جنت‌آباد «محله با عشق» ط۱,مقطوع,4500000,,rent_credit,,,مقطوع,850000000,True,True,850000000,1000000000.0,4500000,0.0,,94,,,1.0,دو,4.0,2.0,True,True,1,0,1392,True,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,north,,,,stone,,,,,,,,35.75933075,51.3011322,500.0,1403-04-11,1403,4,11,summer,4500000,False,False,False,47872.34043,0.005294118,1,71208333.33,5,11,757535.461,2
10246,23760,residential-rent,apartment-rent,tehran,chitgar-lake,8/1/2024,مشاور املاک,"با املاک همکاری نمی‌شود 
با نگهداری حیوانات خانگی مشکلی ندارد 
به مجرد موجه داده می‌شود 

فقط به مجرد داده میشود 

۷۵ متر 
نوساز 
فول امکانات 
سالن پرده خور 
باید ازاد

املاک پاشا",۷۵ متر ۱ خواب فول امکانات نوساز کلید نخورده,مقطوع,18000000,,rent_credit,,,مقطوع,300000000,False,False,300000000,,18000000,,,75,,,13.0,یک,,,,True,1,1,1403,,,,,,,,,,,,,,,,,,,,,,,35.75380707,51.20171738,500.0,1403-05-11,1403,5,11,summer,18000000,False,False,False,240000.0,0.06,1,26500000.0,22,0,353333.3333,1
9040,12766,residential-rent,apartment-rent,tehran,central-janat-abad,11/1/2024,,"واحد تمیز و شیک
ویو بسیار زیبا
دسترسی آسان 
قابل تبدیل به رهن بیشتر
واحد تخلیه آماده تحویل 
سرایداری
لابی
آنتن مرکزی 
کمد دیواری
سرویس ایرانی فرنگی 
کف سرامیک
بازدید آزاد
عکس واحد در تلگرام یا واتساپ
دپارتمان املاک کوروش صمیمی",۹۷متر دو خوابه فول,مقطوع,15000000,,,,,مقطوع,700000000,False,False,700000000,,15000000,,,97,,,5.0,دو,5.0,4.0,True,True,1,1,1392,False,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,north,,,,ceramic,,,,,,,,35.762043,51.30825424,,1403-08-11,1403,8,11,autumn,15000000,False,False,False,154639.1753,0.021428571,1,59583333.33,5,11,614261.1684,2
733,6401,residential-rent,apartment-rent,tehran,almahdi,12/1/2024,,"خوش نقشه
طبقه اول بالای همکف
روبه آفتاب
کابینت ام دی اف
پارکینگ
درب ریموت
بالکن
سالن پرده خور
تخلیه
قابل تبدیل",۹۵متر پونک سردارجنگل,مقطوع,21000000,,,,,مقطوع,300000000,False,False,300000000,,21000000,,,95,,,1.0,دو,4.0,2.0,True,False,0,1,1380,False,,powerhouse,,,shoofaj,water_cooler,squat,,,south,,,,ceramic,,,,,,,,35.77207947,51.32263565,,1403-09-11,1403,9,11,autumn,21000000,False,False,False,221052.6316,0.07,1,26750000.0,5,23,281578.9474,2
19460,2912,residential-rent,apartment-rent,tehran,shahrak-e-jandarmeri,7/1/2024,مشاور املاک,"✅۱۱۵ متر،سه خواب، طبقه همکف 

✅کف سرامیک، اشپزخانه MDF 

✅سالن پرده خور، نور بسیار عالی 

✅حیاط خلوت، سرایداری مقیم 

✅پارکینگ همکف،تاپ لوکیشن 

☎️برای اطلاعات بیشتر و دیدن عکس و فیلم 
تماس حاصل فرمائید 

پاسخگویی ۹صبح تا ۱۱شب
بازدید همه روزه حتی ایام تعطیل 
فایل متناسب با بودجه شما موجود است 

مشاور شما; خانم رضایی",آپارتمان ۱۱۵متر ،مرزداران,مقطوع,30000000,,rent_credit,,,مقطوع,250000000,True,True,250000000,400000000.0,30000000,25000000.0,,95,,,0.0,سه,5.0,2.0,,True,1,1,1390,True,,package,,,shoofaj,water_cooler,squat_seat,,,north,,,,ceramic,,,,,,,,35.73638535,51.34851837,500.0,1403-04-11,1403,4,11,summer,30000000,False,False,False,315789.4737,0.12,1,23333333.33,2,13,245614.0351,3
12983,18526,residential-rent,apartment-rent,tehran,south-janat-abad,10/1/2024,مشاور املاک,"✅۸۲متر
✅دو خواب
✅فول امکانات
✅بازسازی شده
✅سالن پرده خور

پیام جواب نمیدم، فقط تماس

⚛املاک بزرگ آینده سازان⚛
مشاور شما در منطقه: *********** نادری",۸۲متر / فول / خوش نقشه / غرق در نور,مقطوع,12500000,,rent_credit,,,مقطوع,700000000,False,False,700000000,,12500000,,,82,,,5.0,دو,,,True,True,1,1,1390,True,,,,,,,,,,,,,,,,,,,,,,35.75040436,51.30394363,500.0,1403-07-10,1403,7,10,autumn,12500000,False,False,False,152439.0244,0.017857143,1,59375000.0,5,13,724085.3659,2
9570,729,residential-rent,apartment-rent,tehran,east-tehranpars,7/1/2024,مشاور املاک,"70 متر 
تک خواب 
طبقه اول 
نورگیر عالی   
حمومشم قرار عوض بشه 
مشاوره شما ماهان",75 متر تک خواب طبقه اول خوش نقش,مقطوع,10000000,,rent_credit,,,مقطوع,300000000,True,True,300000000,200000000.0,10000000,14000000.0,,75,,,1.0,یک,4.0,2.0,True,False,1,1,1390,True,,water_heater,,,shoofaj,water_cooler,squat,,,south,,,,ceramic,,,,,,,,35.74004745,51.55142975,500.0,1403-04-11,1403,4,11,summer,10000000,False,False,False,133333.3333,0.033333333,1,25833333.33,4,13,344444.4444,1
16120,32305,residential-rent,apartment-rent,tehran,west-shahrak-e-golestan,10/1/2024,,۵۵۰ملیون پول پیش و ۱۶ ملیون اجاره و بازدید شنبه تا چهار شنبه ساعت ۷ به بعد امکان بازدید است و ساعت تماس ساعت ۵ به بعد,آپارتمان خیابان امیرکبیر نزدیک تره بار,مقطوع,16000000,,,,,مقطوع,550000000,False,False,550000000,,16000000,,,105,,,2.0,دو,,2.0,True,True,1,1,1391,True,,,,,,,squat_seat,,,,,,,ceramic,,,,,,,,35.74629211,51.23205185,,1403-07-10,1403,7,10,autumn,16000000,False,False,False,152380.9524,0.029090909,1,47166666.67,22,12,449206.3492,2
6580,34165,residential-rent,house-villa-rent,tehran,khazaneh,7/1/2024,مشاور املاک,"هوالرزاق 

 گروه املاک جنوب خدمتگزار شما در امور ملکی میباشد ، با بزرگترین فایلینگ منطقه

❇️ مشخصات ساختمان و درون واحد ❇️
⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️
✅️ نما ساختمان :سنگ
✅ تعداد واحد در هر طبقه: ویلایی
✅ متراژ واحد :۹۰متر 
✅️ تعداد خواب : ۱ اتاق 
✅️ کابینت  : فلزی
✅️ انباری  : دارد 
✅️ پارکینگ  : دارد 
✅ آسانسور  : ندارد
✅ گرمایش : بخاری 
✅️ سرمایش کولر آبی 
✅️ کف واحد : موزاییک
✅️ مشاعات و راه پله : سنگ
۳۰متر حیاط هم دارد 
مشاورو امین شما خانم خجسته 
برای اطلاعات بیشتر لطفا به دفتر مراجعه کنید 
خزانه چهارم عباسی خیابان حسینی بعداز کوچه ی نعیمی روبروی فروشگاه جانبو املاک جنوب تهران
ساعت تماس همه روزه به جز روزهای تعطیل
۱۰الی ۱۳
۱۷الی ۲۱
‼️با اعلام بودجه و شرایط مدنظر تون به ما مورد دلخواهتان رو براتون فراهم می‌کنیم ‼️

⁉️جهت کسب اطلاعات بیشتر و موارد مشابه دیگر تماس بگیرید.⁉️",ویلایی ۹۰متر ۱طبقه دربستی,مقطوع,3000000,,rent_credit,,,مقطوع,400000000,False,False,400000000,,3000000,,90.0,90,,,,یک,,,False,,1,1,1360,,,,,,,,,,,,,,,,,,,,,,,35.63695908,51.41889191,500.0,1403-04-11,1403,4,11,summer,3000000,False,False,False,33333.33333,0.0075,1,33583333.33,16,43,373148.1481,1
11790,25085,residential-rent,apartment-rent,tehran,qeytariyeh,12/1/2024,,"بازسازی شده بسیار شیک. 
بدون پرتی     تخلیه. 2 پارکینگ دارد. 
دارای حیاط اختصاصی قابل استفاده. 
نورگیر عالی
محیطی دنج و ارام
دسترسی عالی
سالن پرده خور
خوش نقشه
فایل شخصی همکاران املاک لطفا تماس نگیرند. 
املاک خانه خورشید.",شریعتی میرزاپور132 متر طبقه‌ همکف فول.,مقطوع,50000000,,,,,مقطوع,200000000,False,False,200000000,,50000000,,,132,,,0.0,دو,4.0,3.0,True,True,1,1,1385,True,,package,,,shoofaj,water_cooler,squat_seat,,,south,,,,ceramic,,,,,,,,35.79031754,51.43959045,500.0,1403-09-11,1403,9,11,autumn,50000000,False,False,False,378787.8788,0.25,1,20833333.33,1,18,157828.2828,2
24001,7582,residential-rent,apartment-rent,tehran,ajoodanieh,9/1/2024,,"۳پارکینگ 
نور از شمال و جنوب
۳ خواب / ۱ خواب مستر
خوش نقشه
سالن بسیار دلباز
پنجره قدی
کمدهای بزرگ و جادار
واحد به تازگی رنگ و نقاشی شده
حیاط مشجر
سرایدار مقیم
مالک منصف",۲۰۰ متر ۳ خواب تاپ لوکیشن آجودانیه,مقطوع,60000000,,,,,مقطوع,1000000000,False,True,1000000000,3000000000.0,60000000,10000.0,,200,,,1.0,سه,4.0,2.0,True,True,1,1,1388,False,,powerhouse,,,shoofaj,air_conditioner,squat_seat,,,south,,,,stone,,,,,,,,35.8028717,51.48218155,,1403-06-11,1403,6,11,summer,60000000,False,False,False,300000.0,0.06,1,88333333.33,1,15,441666.6667,3
9014,8580,residential-rent,apartment-rent,tehran,central-janat-abad,10/1/2024,,"جنت اباد مرکزی
بلوار بعثت 
فرعی دنج

۸۰ متر دو خواب 
فول امکانات
خوش نقشه
سالن پرده خور افتابگیر
پنج طبقه دو واحدی
کم واحد

—————————————
مالک تهران نیست
امکان تمدید چندین ساله
—————————————
املاک بزرگ نوبل
مشاور شما ترکمان
**********",اپارتمان ۸۰ متر دو خواب جنت اباد مرکزی فول امکانات,مقطوع,12000000,,,,,مقطوع,500000000,False,False,500000000,,12000000,,,80,,,2.0,دو,,,True,True,1,1,1389,False,,,,,,,squat_seat,,,,,,,,,,,,,,,35.7571907,51.30218124,,1403-07-10,1403,7,10,autumn,12000000,False,False,False,150000.0,0.024,1,42666666.67,5,14,533333.3334,2
19804,620,residential-rent,apartment-rent,tehran,university-of-sharif,10/1/2024,,"دسترسی ۵ دقیقه ای به بی آر تی و مترو شریف و مترو حبیب الله و خیابان آزادی
دسترسی به مراکز خرید
دو اتاق خواب
کمد دیواری
کابینت ام دی اف
تمیز
پارکینگ و آسانسور و پکیج و کولر آبی
آب ، برق، گاز مستقل
اتاق با نور مستقیم
ساختمان آرام
آماده تخلیه",اجاره ۶۵ متری دانشگاه شریف,مقطوع,4000000,,,,,مقطوع,700000000,False,False,700000000,,4000000,,,65,,,4.0,دو,4.0,1.0,False,True,0,1,1391,False,,,,,,,squat,,,,,,,ceramic,,,,,,,,35.7020874,51.3545723,,1403-07-10,1403,7,10,autumn,4000000,False,False,False,61538.46154,0.005714286,1,58666666.67,2,12,902564.1026,2
14613,24431,residential-rent,apartment-rent,tehran,khani-abad,11/1/2024,,جنوبی. طبقه اول. تک واحدی ۱۰۵ متر فقط خانواده ایرانی نهایتا ۴ نفره. واقع در خانی اباد تهران گاز رومیزی. کف موکت کابینت ام دی اف,اپارتمان ۱۰۵ متری. خانی اباد,مقطوع,12500000,,,,,مقطوع,200000000,False,False,200000000,,12500000,,,105,,,1.0,دو,3.0,1.0,True,False,0,0,1375,False,,water_heater,,,heater,,squat,,,south,,,,carpet,,,,,,,,35.66681671,51.41026306,,1403-08-11,1403,8,11,autumn,12500000,False,False,False,119047.619,0.0625,1,17708333.33,12,28,168650.7936,2
9539,35844,residential-rent,apartment-rent,tehran,sadeghiyeh,9/1/2024,,"واحد دو خوابه واقع در برج سحر ستارخان 
پارکینگ انباری اسانسور 
پارکینگ مهمان 
نگهبانی 24 ساعته 
مالک خوب.",80 متر /2 خواب,مقطوع,17000000,,,,,مقطوع,200000000,False,True,200000000,150000000.0,17000000,18500000.0,,80,,,4.0,دو,,,True,True,1,1,1385,False,,package,,,shoofaj,water_cooler,squat_seat,,,,,,,stone,,,,,,,,35.71958542,51.34361267,,1403-06-11,1403,6,11,summer,17000000,False,False,False,212500.0,0.085,1,18083333.33,2,18,226041.6666,2
21624,6244,residential-rent,apartment-rent,tehran,amir-bahador,10/1/2024,مشاور املاک,"امیریه خیابان ولیعصر کوچه آقازاده 
84 متر 
دو خوابه 
طبقه سوم 
پارکینگ 
آسانسور 
انباری 
تراس 
کف سرامیک 
کابینت های گلاس 
گاز رومیزی 
سرویس ایرانی و فرنگی 
چند قدمی ولیعصر 
دسترسی عالی به مترو 
جهت بازدید لطفاً تماس بگیرید 

املاک پویا ، تحقق رویا 
با فایلینگ بسیار قوی در منطقه 
مشاور و امین شما : مظفری",امیریه ولیعصر 84 متر فول امکانات,مقطوع,11000000,,rent_credit,,,مقطوع,600000000,False,False,600000000,,11000000,,,84,,,3.0,دو,5.0,2.0,True,True,1,1,1401,,,package,,,shoofaj,water_cooler,squat_seat,,,north,,,,ceramic,,,,,,,,35.66986465,51.3999939,500.0,1403-07-10,1403,7,10,autumn,11000000,False,False,False,130952.381,0.018333333,1,50916666.67,11,2,606150.7937,2
6165,21294,residential-rent,apartment-rent,tehran,west-tehranpars,8/1/2024,مشاور املاک,"115متر 
دو خواب 
پارکینگ انباری آسانسور بالکن
سالن یه سره و کاملا قابل چیدمان 
آشپزخانه بزرگ  
نور عالی 
بازسازی شده 
سرویس ایرانی و فرنگی 
دسترسی عالی به بر اصلی 

قابل سکونت چندین ساله 
مشاور وهمراه شما :رستمی",115متر 2خواب غربی های بین فلکه دوم و سوم,مقطوع,15000000,,rent_credit,,,مقطوع,1000000000,True,True,1000000000,1500000000.0,15000000,0.0,,115,,,3.0,دو,,,,True,1,1,1387,,,,,,,,,,,,,,,,,,,,,,,35.74073792,51.52970886,500.0,1403-05-11,1403,5,11,summer,15000000,False,False,False,130434.7826,0.015,1,84583333.33,4,16,735507.2463,2
22660,39896,residential-rent,apartment-rent,tehran,shahrak-e-parvaz,12/1/2024,,"⚜️اجاره ۱۰۵ متر اجاره آپارتمان دوخواب فول امکانات
دارای 
پارکینگ
آسانسور 
انباری 
بالکن
دوخواب عالی با نور مستقیم 
ویو پارک 
بسیار شیک و خوش نقشه 
مناسب برای سخت پسندان",۱۰۵متراجاره آپارتمان دوخواب واقع فردوس ورزی شمالی,مقطوع,16000000,,,,,مقطوع,800000000,False,False,800000000,,16000000,,,105,,,4.0,دو,5.0,2.0,True,True,0,1,1390,True,,package,,,shoofaj,water_cooler,squat_seat,,,north,,,,ceramic,,,,,,,,35.7267189,51.30864716,,1403-09-11,1403,9,11,autumn,16000000,False,False,False,152380.9524,0.02,1,68000000.0,5,13,647619.0476,2
13445,19816,residential-rent,apartment-rent,tehran,farmaniyeh,11/1/2024,,"✅️ورودی لابی
✅️سرایدار و لابی من مقیم
✅️مشاعات ابی فعال
✅️دسترسی عالی
✅️نورگیر جنوبی
✅️واحدهای مشابه در متراژ و قیمت های مختلف موجود می‌باشد
❇️بهترین ها را با ما تجربه کنید
⚜️دپارتمان رادمان⚜️
مشاور امور ملکی شما:بخشی",۱۱۴ متر فرمانیه فول مشاعات/آخرین بازدید شما,مقطوع,50000000,,,,,مقطوع,1000000000,False,True,1000000000,2700000000.0,50000000,0.0,,114,,,3.0,دو,5.0,2.0,True,True,1,1,1394,False,,,,,,,squat_seat,,,south,,,,ceramic,,,,,,,,35.79682159,51.46311188,,1403-08-11,1403,8,11,autumn,50000000,False,False,False,438596.4912,0.05,1,87500000.0,1,9,767543.8596,2
21129,11001,residential-rent,apartment-rent,tehran,tehran-police,11/1/2024,,"۶۵متر
۱خواب
تک واحدی
طبقه دوم روی همکف
تراس
بسیار بسیار خوش نقشه
نور عالی
فاصله تا مترو ۱۰ دقیقه
سرویس ایرانی 
هود
کمد دیواری

       ♦️مجرد اقا داده نمیشود♦️

بین ساعت ۲ الی ۳:۳۰ پاسخگو نیستم 
                   بدون تبدیل
مشاور شما،آرانی",۶۵م شریعتی خ ادیبی کلیم کاشانی,مقطوع,12000000,,,,,مقطوع,150000000,False,False,150000000,,12000000,,,65,,,2.0,یک,,,True,False,0,0,1387,True,,package,,,shoofaj,water_cooler,squat,,,,,,,ceramic,,,,,,,,35.71983719,51.44519806,,1403-08-11,1403,8,11,autumn,12000000,False,False,False,184615.3846,0.08,1,13500000.0,7,16,207692.3077,1
4093,10138,residential-rent,apartment-rent,tehran,poonak,7/1/2024,مشاور املاک,"110متر 
2خواب
طبقه اول

فول امکانات 
 (اسانسور،پارکینگ،انباری،بالکن)
سالن پرده خور 
خوش نقشه مربع 
مناسب هر چیدمان 

بهترین لوکیشن (سردارجنگل جنوب)
اماده تخلیه 

املاک فلات",110متر/فول/سردارجنگل,مقطوع,12000000,,rent_credit,,,مقطوع,900000000,True,True,900000000,1200000000.0,12000000,3000000.0,,110,,,1.0,دو,5.0,2.0,True,True,1,1,1390,True,,,,,,,,,,,,,,,,,,,,,,35.76239395,51.32555008,500.0,1403-04-11,1403,4,11,summer,12000000,False,False,False,109090.9091,0.013333333,1,76000000.0,5,13,690909.0909,2
15363,30649,residential-rent,apartment-rent,tehran,shahid-navab-safavi,10/1/2024,,"بنام خالق زیبایی 
دسترسی اسان بمراکز خرید. درمانی و تفریحی 
دسترسی کمتر از دو دقیقه به بی ار تی و مترو 

متراژ     ۵۳متر
سالن خوش‌ نقشه بدون پرتی 
پذیرایی مربع قابل هر چیدمانی 

اطاق خواب مستر و تخت خور 
اشپزخونه فول کابینت ام دی اف

بالکن 
اسانسور

ادرس :نواب جنوب به شمال بالاتر از هلال‌احمر خ شهید محمود اسکندری 
مشاور و کارشناس منطقه /بیگی

محدوده فعالیت :
نواب..... بریانک  .....هفت چنار .....حر
کمیل..... مخصوص ..... خرمشهر
غفاری .....کاشان .....کمالی
بلور سازی... هلال احمر
انبارنفت....گمرک 
قزوین",۵۳متر یکخواب با بالکن غرق نور در قزوین,مقطوع,8000000,,,,,مقطوع,100000000,False,False,100000000,,8000000,,,53,,,3.0,یک,4.0,2.0,True,True,0,0,1394,True,,water_heater,,,heater,water_cooler,squat,,,north,,,,ceramic,,,,,,,,35.66936874,51.38191223,,1403-07-10,1403,7,10,autumn,8000000,False,False,False,150943.3962,0.08,1,9000000.0,11,9,169811.3208,1
