,id,cat2_slug,cat3_slug,city_slug,neighborhood_slug,created_at_month,user_type,description,title,rent_mode,rent_value,rent_to_single,rent_type,price_mode,price_value,credit_mode,credit_value,rent_credit_transform,transformable_price,transformable_credit,transformed_credit,transformable_rent,transformed_rent,land_size,building_size,deed_type,has_business_deed,floor,rooms_count,total_floors_count,unit_per_floor,has_balcony,has_elevator,has_warehouse,has_parking,construction_year,is_rebuilt,has_water,has_warm_water_provider,has_electricity,has_gas,has_heating_system,has_cooling_system,has_restroom,has_security_guard,has_barbecue,building_direction,has_pool,has_jacuzzi,has_sauna,floor_material,property_type,regular_person_capacity,extra_person_capacity,cost_per_extra_person,rent_price_on_regular_days,rent_price_on_special_days,rent_price_at_weekends,location_latitude,location_longitude,location_radius,jalali_date,jalali_year,jalali_month,jalali_day,season,adjust_rent,is_suspect,fake_rent,fake_credit,rent_per_sqm,rent_credit_ratio,location,total_cost,region,building_age,cost_per_sqm,rooms_count_num
7722,761,residential-rent,apartment-rent,tehran,qoba,10/1/2024,,"آپارتمان 57متر 2 خواب
انباری 4 متری داخل واحد
برای مجردهای 
دانشجو.  کارمند.  شغل آزاد مناسبه
زوج هم اگ بخواد میتونه استفاده کنه ولی آشپزخونش کوچکه

دارای آسانسور و انباری (داخل واحد) 
دسترسی آسان و نزدیک ب بی ار تی و مترو
بزارگراههای همت و صیاد و حقاقی و رسالت

رهن و اجاره 
فوری فوری

واحد های مشابه موجود میباشد در متراژهای مختلف
1 خواب 2 خواب  
و بدون خواب

هم اداری  و  هم مسکونی

مشاور شما و کارشناس منطقه 

کسری احمدی

پاسخگویی 8 صبح تا 12 شب",سروستانها 57 متر 2 خواب فقط مجرد موجه,مقطوع,20500000,,,,,مقطوع,295000000,False,True,295000000,350000000.0,20500000,19000000.0,,57,,,4.0,دو,4.0,1.0,,True,1,0,1388,True,,package,,,shoofaj,split,squat,,,north,,,,wood_parquet,,,,,,,,35.75293732,51.45053482,,1403-07-10,1403,7,10,autumn,20500000,False,False,False,359649.1228,0.069491525,1,26291666.67,3,15,461257.31,2
17807,35899,residential-rent,apartment-rent,tehran,shams-abad,7/1/2024,مشاور املاک,".............................به نام خدا ....................‌........

*...........................................
۶۵ متری استاد حسن بنا شمالی 
فاقدپارکینگ و اسانسور طبقه اول 
انباری ،بالکن ،کولر گازی و سیستم گرمایش شوفاژ 
قابل تبدیل و به مجرد موجه و ذوج 
تخفیف پای قرار داد 

*.............................................
(مشاور شما امیر کیا )",۶۵ متری استادحسن بنا شمالی,مقطوع,14500000,,rent_credit,,,مقطوع,280000000,False,False,280000000,,14500000,,,65,,,1.0,یک,4.0,3.0,True,False,1,0,1386,True,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,south,,,,laminate_parquet,,,,,,,,35.74740219,51.47221756,500.0,1403-04-11,1403,4,11,summer,14500000,False,False,False,223076.9231,0.051785714,1,24541666.67,4,17,377564.1026,1
8849,2029,residential-rent,apartment-rent,tehran,sohanak,11/1/2024,,"نور مستقیم خورشید 

کم واحد 

بسیار تمیز 

آماده تخلیه 

تخفیف جزیی 

دسترسی آسان به امکانات 


بابت هر ماه یک چک گرفته میشود",اجاره آپارتمان ۹۵ متری سوهانک لاله,مقطوع,31000000,,,,,مقطوع,650000000,False,False,650000000,,31000000,,,95,,,4.0,دو,5.0,2.0,False,True,0,1,1394,True,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,north,,,,stone,,,,,,,,35.79684448,51.53153229,,1403-08-11,1403,8,11,autumn,31000000,False,False,False,326315.7895,0.047692308,1,56750000.0,1,9,597368.4211,2
24720,21265,residential-rent,apartment-rent,tehran,darband,11/1/2024,,"170 متر سرسبز 

3 خواب 1 مستر
طبقه 5 از 5
2 واحدی

تراس قابل چیدمان 
پارکینگ انباری آسانسور 
باسازی شده
تخلیه 

به قیمت رسیده 
مشاور شما ملکی",170 متر تجریش، غرق در نور,مقطوع,48000000,,,,,مقطوع,500000000,False,False,500000000,,48000000,,,170,,,3.0,سه,,,,True,1,1,1388,False,,,,,,,,,,,,,,,,,,,,,,35.81064606,51.42952347,0.0,1403-08-11,1403,8,11,autumn,48000000,False,False,False,282352.9412,0.096,1,45666666.67,1,15,268627.451,3
2227,23296,residential-rent,apartment-rent,tehran,north-janat-abad,11/1/2024,,"تخلیه
یک خواب
رنگ آمیزی و نقاشی شده

عکس ها متعلق ب واحد می باشد

املاک کوروش
مشاور کرمی",۵۰ متری یک خواب/جنت آباد شمالی/تخلیه,مقطوع,10000000,,,,,مقطوع,200000000,False,False,200000000,,10000000,,,50,,,0.0,یک,2.0,1.0,False,False,0,0,1385,True,,powerhouse,,,shoofaj,water_cooler,squat,,,south,,,,ceramic,,,,,,,,35.77593613,51.30815887,,1403-08-11,1403,8,11,autumn,10000000,False,False,False,200000.0,0.05,1,17500000.0,5,18,350000.0,1
11223,40760,residential-rent,apartment-rent,tehran,darya,11/1/2024,,"به نام آن که دوستی آفرید


سازه ای شیک و نوساز 
مدرن ساخت 

متریال تماما اروپایی و برند 
حیاط مشجر و آبنما 

لابی و سرایداری مقیم 
تراس بزرگ قابل چیدمان 

آشپزخانه مدرن و شیک 
tv wall

کمد دیواری سرتاسری جادار 
پنجره‌ های قدی دوجداره 

نورگیر فوق العاده 
بسیار خوش نقشه 

مالک فوق العاده منعطف 
برای اطلاعات بیشتر تماس بگیرید 

با هر بودجه و سلیقه ای برای شما فایل موجود داریم 
کافیه همین الان تماس بگیرید

مشاور همراه شما : سلطانی
 دفتر مشاورین : راما هوم",آپارتمان /110متر/ سعادت آباد,مقطوع,35000000,,,,,مقطوع,500000000,False,True,500000000,1700000000.0,35000000,0.0,,110,,,4.0,دو,7.0,3.0,True,True,1,1,1396,True,,package,,,split,split,squat_seat,,,south,,,,stone,,,,,,,,35.77118301,51.36664963,,1403-08-11,1403,8,11,autumn,35000000,False,False,False,318181.8182,0.07,1,44583333.33,2,7,405303.0303,2
4634,39039,residential-rent,apartment-rent,tehran,poonak,10/1/2024,,"✅ پونک ، ایران زمین 
✅ ۵۵ متر 
✅ پارکینگ سندی 
✅ بالکن کاربردی 
✅ سالن مربع و خوش چیدمان 

مشاور شما خانم فرهمند",پونک ، ایران زمین  ، ۵۵ متر ، ۱ خوابه ،,مقطوع,13500000,,,,,مقطوع,250000000,False,True,250000000,200000000.0,13500000,15000000.0,,55,,,4.0,یک,,2.0,,False,1,1,1390,True,,,,,,,,,,,,,,,,,,,,,,35.75546265,51.31808472,,1403-07-10,1403,7,10,autumn,13500000,False,False,False,245454.5455,0.054,1,21958333.33,5,13,399242.4242,1
10574,15181,residential-rent,apartment-rent,tehran,pirouzi,7/1/2024,مشاور املاک,"٧٩متر٢خواب
دارای اسانسور/پارکینگ/انباری
٥طبقه ٢واحدی 
پکیج
کنتور اب برق گاز جدا 
بدون سکونت مالک 
قابل تبدیل از ٢٠٠میلیون تا ٤٠٠میلیون
جهت بازدید تماس گرفته شود.
مشاور املاک نبرد(بزرگی)",٧٩متر۲خواب/فول امکانات/نبرد به پرستار جنوبی,مقطوع,17000000,,rent_credit,,,مقطوع,300000000,True,True,300000000,400000000.0,17000000,14000000.0,,80,,,5.0,دو,5.0,2.0,True,True,1,1,1392,,,package,,,floor_heating,water_cooler,squat,,,south,,,,ceramic,,,,,,,,35.67906189,51.4804306,500.0,1403-04-11,1403,4,11,summer,17000000,False,False,False,212500.0,0.056666667,1,26416666.67,14,11,330208.3334,2
9406,34532,residential-rent,apartment-rent,tehran,baqerkhan,6/1/2024,مشاور املاک,"۱۴۰ متر 
۳ خواب یک خواب مستر
سالن سر تا سر پرده خور
پنج طبقه ۲ واحدی 
طبقه اول 
مسکن بزرگ شهرارا
طهماسبی",۱۴۰ متر ۳ خواب غرق نور یکساله,مقطوع,39000000,,rent_credit,,,مقطوع,500000000,True,True,500000000,700000000.0,39000000,33000000.0,,140,,,1.0,سه,,,,True,1,1,1399,,,,,,,,,,,,,,,,,,,,,,,35.71763229,51.37358475,500.0,1403-03-12,1403,3,12,spring,39000000,False,False,False,278571.4286,0.078,1,44916666.67,2,4,320833.3334,3
146,22983,residential-rent,apartment-rent,tehran,majidiyeh,7/1/2024,,"آپارتمان مجیدیه جنوبی ۵۵ متر یکخوابه طبقه سوم 
و یک واحد ۶۷ متری یکخوابه طبقه ۴ با انباری ۲۰۰میلیون پیش ۱۰میلیون اجاره قابل تبدیل نزدیک مترو 
مسکن تماس نگیرد",آپارتمان مجیدیه جنوبی ۵۵ متر,مقطوع,10000000,,,,,مقطوع,100000000,False,False,100000000,,10000000,,,55,,,3.0,یک,,,,False,1,0,1383,False,,,,,,,,,,,,,,,,,,,,,,35.7334137,51.46156311,500.0,1403-04-11,1403,4,11,summer,10000000,False,False,False,181818.1818,0.1,1,9166666.667,8,20,166666.6667,1
22726,31005,residential-rent,apartment-rent,tehran,emamzade-ghasem,8/1/2024,مشاور املاک,"۴۰ متر یک خواب مستر
یک سرویس میهمان
تک واحدی
نور و نقشه عالی
۲ طرف نور و آفتاب شمال و جنوب
فول بازسازی شده
بدون مالک
حتی مجرد  حیوان خانگی مشکلی ندارند

 قیمت  قابل تبدیل
تاپ لوکیشن نیاوران
دسترسی عالی",۴۰ متر یک خواب مستر نیاوران حتی مجرد,مقطوع,3000000,,rent_credit,,,مقطوع,900000000,False,False,900000000,,3000000,,,40,,,4.0,یک,4.0,1.0,False,False,1,0,1396,True,,powerhouse,,,duct_split,duct_split,squat_seat,,,south,,,,stone,,,,,,,,35.80854034,51.44048691,500.0,1403-05-11,1403,5,11,summer,3000000,False,False,False,75000.0,0.003333333,1,75250000.0,1,7,1881250.0,1
11558,8545,residential-rent,apartment-rent,tehran,elm-o-sanat,7/1/2024,,بهترین کوچه در خیابان ساختمانی خلوت,آپارتمان ۶۰متر یک خوابه فول,مقطوع,18000000,,,,,مقطوع,200000000,False,False,200000000,,18000000,,,60,,,1.0,یک,4.0,2.0,True,False,1,1,1391,False,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,north,,,,stone,,,,,,,,35.74120712,51.501297,,1403-04-11,1403,4,11,summer,18000000,False,False,False,300000.0,0.09,1,18166666.67,4,12,302777.7778,1
11170,15239,residential-rent,apartment-rent,tehran,darya,7/1/2024,مشاور املاک,"واحد ۱۵۲متری  شهرک غرب  بلواردریا
سه خواب بزرگ پر نور تخت خور دونفره 
سال بزرگ بدون پرتی  غرق در نور  
پنجرها قدی پرده خور
کابینت هایگلاس  
اشپزخانه اوپن 
کمددیواری 
اسانسور 
پارکینگ  انباری اختصاصی 
عکسهای واحد میباشد
تخلیه    
مالک بسیار منعطف 

مشاور شما :محمودی

",اپارتمان ۱۵۲متری شهرک غرب,مقطوع,55000000,,rent_credit,,,مقطوع,500000000,False,False,500000000,,55000000,,,152,,,5.0,سه,5.0,1.0,False,True,1,1,1395,True,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,south,,,,stone,,,,,,,,35.76827621,51.37461853,500.0,1403-04-11,1403,4,11,summer,55000000,False,False,False,361842.1053,0.11,1,46250000.0,2,8,304276.3158,3
18455,29267,residential-rent,apartment-rent,tehran,gholhak,12/1/2024,,"۱۵۰ متر شخصی ساز
تک واحدی
۳ خواب استاندارد (۱ مستر)
نورگیر عالی
نقشه فوق العاده بدون پرتی
پارکینگ ، انباری ، آسانسور
لابی ، سرایدار. مقیم
قرارداد قابل تمدید
دسترسی عالی به مترو و ...

کارشناس تخصصی ملک خانم رضائی",۱۵۰ متر تک واحدی (دروس ، قلهک),مقطوع,60000000,,,,,مقطوع,700000000,False,True,700000000,800000000.0,60000000,57000000.0,,150,,,3.0,سه,5.0,1.0,True,True,1,1,1396,False,,package,,,duct_split,duct_split,squat_seat,,,south,,,,stone,,,,,,,,35.76776123,51.44562912,500.0,1403-09-11,1403,9,11,autumn,60000000,False,False,False,400000.0,0.085714286,1,63333333.33,3,7,422222.2222,3
15609,17996,residential-rent,apartment-rent,tehran,marzdaran,8/1/2024,مشاور املاک,"عرض ادب خدمت مستأجران گرامی ✋️
⭐️واحد سه خوابه میباشد 
⭐️اتاق خواب مستر✅
⭐️غرق نور سالن پرده خور ✅
⭐️واحد به تازگی نقاشی شده ✅
⭐️سکونت چند ساله ✅
⭐️لوکیشن در بهترین فرعی وعالی و خلوت ✅
فایل های مشابه مناسب بابودجه شما موجود میباشد
جهت بازدید و اطلاعات بیشتر لطفاً تماس بگیرید

مشاور ملکی شما : شاهان

                    (((( املاک شاهید ))))",۱۵۰ متر سه خوابه سالن پرده خور,مقطوع,43000000,,rent_credit,,,مقطوع,1000000000,False,False,1000000000,,43000000,,,150,,,4.0,سه,5.0,1.0,,True,1,1,1397,,,,,,,,,,,,,,,,,,,,,,,35.72984695,51.34661865,,1403-05-11,1403,5,11,summer,43000000,False,False,False,286666.6667,0.043,1,86916666.67,2,6,579444.4445,3
3548,13355,residential-rent,apartment-rent,tehran,ekhtiyariyeh,8/1/2024,مشاور املاک,"»»»»» املاک بزرگ بام دروس ««««« 

✅ تاپ لوکیشنی در منطقه ۳
✅ پلان شمالی بدون هیچ مشرف
✅ ملک شمالی، واحد شمالی، پذیرایی و آشپزخانه تماماً دارای نور غیر مستقیم از شمال!!! فوق العاده خوش نقشه 

✅ آپارتمان ۴ طبقه ی ۴ واحدی، طبقه ۳ م
✅ کمترین دیوار مشترک 
✅ سرایدار مقیم و مشاعات تمیز و مطلوب 

✅ کوچه ای مشجر و آرامشی بی مثال 
✅ ورودی از حیاط مشجر و فوق‌العاده 

✅ ۱۱۵ متر ۳ خواب 
✅ امکان تمدید سال به سال

✅ دارای پلانی بی نقص 



بازدید = قرارداد
تخفیف ⬅️ پای معامله 

⌛⌛از زمان لذت ببر. زمان ارزشمندترین منبع است. شما نمی‌توانید زمان از دست رفته را برگردانید. مهم‌ترین تصمیماتی که می‌گیرید در مورد نحوه‌ی استفاده از زمان است ⌛⌛

تا رسیدن به بهترین انتخاب، کنار شما هستیم.... 

کارشناس و مشاور متخصص منطقه...............  ****************************************",جهانتتاب/۱۱۵متر۳خواب/تاپ لوکیشن/آپارتمان مسکونی,مقطوع,38000000,,rent_credit,,,مقطوع,550000000,False,False,550000000,,38000000,,,115,,,3.0,سه,4.0,4.0,False,True,1,1,1374,,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,north,,,,wood_parquet,,,,,,,,35.78429413,51.45294952,500.0,1403-05-11,1403,5,11,summer,38000000,False,False,False,330434.7826,0.069090909,1,49000000.0,3,29,426086.9565,3
18005,40325,residential-rent,apartment-rent,tehran,amaniyeh,8/1/2024,مشاور املاک,"۲۰۰ متر جردن ولیعصر 
روبه روی پارک ملت 
تک واحدی 
پارکینگ انباری آسانسور 
نور عالی 
نوسازی کامل 
خوش نقشه 
کم واحد 
دنج طبقه 3
در بهترین فرعی منطقه 

صفری املاک ملت",200متر /تک واحدی*جردن ولیعصر*پارک ملت/,مقطوع,55000000,,rent_credit,,,مقطوع,500000000,False,False,500000000,,55000000,,,200,,,3.0,سه,6.0,1.0,True,True,1,1,1385,True,,package,,,duct_split,duct_split,squat_seat,,,north,,,,laminate_parquet,,,,,,,,35.7794342,51.4197998,500.0,1403-05-11,1403,5,11,summer,55000000,False,False,False,275000.0,0.11,1,46250000.0,3,18,231250.0,3
4189,16076,residential-rent,apartment-rent,tehran,poonak,8/1/2024,مشاور املاک,"پارکینگ انباری آسانسور 
تراس 
سالن پرده خور  
مشرف به حیاط سبز و مشجر
تخلیه بدونه مالک
روبه آفتاب
نما سنگ
دسترسی عالی
قرارداد قابل تمدید
مشاور شما برزگر",پونک همیلا ۸۶متر دو خواب,مقطوع,20000000,,rent_credit,,,مقطوع,400000000,False,False,400000000,,20000000,,,86,,,1.0,دو,,,,True,1,1,1385,,,,,,,,,,,,,,,,,,,,,,,35.75357437,51.33621216,500.0,1403-05-11,1403,5,11,summer,20000000,False,False,False,232558.1395,0.05,1,35000000.0,2,18,406976.7442,2
13252,15011,residential-rent,house-villa-rent,tehran,javanmard-e-ghasab,9/1/2024,,خانه سه طبقه بازسازی شده طبقه همکف حمام دستشویی داخل حیاط خلوت,خانه سه طبقه، طبقه همکف,مقطوع,6000000,,,,,مقطوع,40000000,False,False,40000000,,6000000,,46.0,50,,,,بدون اتاق,,,False,,1,0,1371,False,,,,,,,,,,,,,,,,,,,,,,35.60734558,51.42302322,,1403-06-11,1403,6,11,summer,6000000,False,False,False,120000.0,0.15,1,3833333.333,20,32,76666.66666,0
23983,1611,residential-rent,apartment-rent,tehran,golab-dareh,9/1/2024,,بهترین لوکیشن همکف بدون مزاحم عالی,آپارتمان 50متری تکخواب,مقطوع,20000000,,,,,مقطوع,100000000,False,False,100000000,,20000000,,,50,,,0.0,یک,,,,False,0,0,1382,False,,,,,,,,,,,,,,,,,,,,,,35.82129669,51.43445206,,1403-06-11,1403,6,11,summer,20000000,False,False,False,400000.0,0.2,1,10000000.0,1,21,200000.0,1
20031,6096,residential-rent,apartment-rent,tehran,sarsabz,8/1/2024,مشاور املاک,"×سلام و ارادت×

*واحد مذکور 56مترسندی 
*خوش نقشه و نور گیر

1خواب استاندارد+کمد دیواری


طبقه2
 
ساختمان آرام 

امکانات:
پارکینگ ✅****مزاحم*****
آسانسور✅
انباری ✅
و...

مشاعات تمیز 

تاپ لوکیشن
بین چمن و جویبار
میدان41
 
دسترسی عالی به مراکز خرید 
و اتوبان‌های کلیدی طهران 

«مالک منعطف»
«قابل سکونت برای چندین سال»

برای اطلاعات بیشتر تماس بگیرید
مشاور شما در امور ملکی:صالح
ساعت پاسخگویی نامحدود ♾️
فایل های مشابه موجود است ✅
⭐⭐املاک عصر جدید ⭐⭐
با چندین مشاور مجرب 
✅تماس از شما فایل با ما✅",1خواب/فول امکانات/تکواحدی/تاپ لوکیشن,مقطوع,15000000,,rent_credit,,,مقطوع,380000000,False,False,380000000,,15000000,,,56,,,2.0,یک,4.0,1.0,False,True,1,1,1400,True,,package,,,shoofaj,water_cooler,squat_seat,,,south,,,,stone,,,,,,,,35.72335052,51.49375534,500.0,1403-05-11,1403,5,11,summer,15000000,False,False,False,267857.1429,0.039473684,1,32916666.67,8,3,587797.6191,1
5351,24465,residential-rent,apartment-rent,tehran,narmak,9/1/2024,,"نگهبانی ۲۴ساعته
محیط امن وآرام
شوتینگ زباله
سرایدار",نارمک,مقطوع,11000000,,,,,مقطوع,300000000,False,True,300000000,250000000.0,11000000,12500000.0,,61,,,0.0,یک,,,,True,1,1,1387,False,,package,,,shoofaj,water_cooler,squat,,,,,,,ceramic,,,,,,,,35.73519135,51.51785278,,1403-06-11,1403,6,11,summer,11000000,False,False,False,180327.8689,0.036666667,1,25916666.67,4,16,424863.388,1
20027,4827,residential-rent,apartment-rent,tehran,sarsabz,10/1/2024,,"⚜️املاک مدائن
✅۳ خوابه خوش نقشه
✅سالن بزرگ پرده خور
✅تکواحدی 
✅دسترسی عالی
✅دوتراس مجزا
✅فول امکانات
✅نور عالی دوسمت
✅کمد دیواری هر اطاق
✅بازدید=قرارداد
⚜️دهقان-املاک مدائن⚜️",۱۴۵ متر سه خوابه تکواحدی,مقطوع,23000000,,,,,مقطوع,1000000000,False,True,1000000000,1800000000.0,23000000,100000.0,,148,,,3.0,سه,5.0,1.0,True,True,1,1,1395,False,,,,,,,squat_seat,,,north,,,,stone,,,,,,,,35.73064041,51.49832535,,1403-07-10,1403,7,10,autumn,23000000,False,False,False,155405.4054,0.023,1,85250000.0,8,8,576013.5135,3
17962,23714,residential-rent,apartment-rent,tehran,amaniyeh,10/1/2024,,"***فوری…اجاره آپارتمان…فوری***

شمال جردن۱۲۰ متر✅
یکی از بهترین فرعی های جردن✅
دسترسی آسان✅
۲خواب،استاندارد✅
نور عالی✅
امکانات کامل✅
کمد دیواری✅
بالکن کاربردی✅


قیمت قابل مذاکره✅



✅موارد مشابه موجود میباشد✅

✅آپارتمان بابودجه وسلیقه شماموجوداست✅

کارشناس ومشاور تخصصی فروش منطقه 
          مهندس علیزاده",شمال جردن/۱۲۰متر/۲خواب/فول/ارزشمند,مقطوع,40000000,,,,,مقطوع,500000000,False,False,500000000,,40000000,,,120,,,1.0,دو,3.0,1.0,True,True,1,1,1390,False,,,,,shoofaj,water_cooler,squat_seat,,,south,,,,ceramic,,,,,,,,35.77661896,51.41987991,500.0,1403-07-10,1403,7,10,autumn,40000000,False,False,False,333333.3333,0.08,1,45000000.0,3,13,375000.0,2
9853,32203,residential-rent,apartment-rent,tehran,east-tehranpars,11/1/2024,,"کلا ۴ طبقه 
دوخوابه بزرگ و دلباز 
خوش نقشه/خوش نور /
ساختمان بی حاشیه و ساکت 
مناسب مشکل پسندان 
فوری",۷۰متر /دوخوابه/خوش نقشه/نورگیر,مقطوع,10500000,,,,,مقطوع,250000000,False,False,250000000,,10500000,,,75,,,3.0,دو,4.0,2.0,False,False,1,0,1391,True,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,north,,,,stone,,,,,,,,35.74737167,51.55147934,,1403-08-11,1403,8,11,autumn,10500000,False,False,False,140000.0,0.042,1,21708333.33,4,12,289444.4444,2
819,27848,residential-rent,apartment-rent,tehran,almahdi,6/1/2024,مشاور املاک,"۷۲ متر 
خوش نقشه

با آسانسور و انباری
طبقه اول

۲ خواب
آشپزخانه اوپن(جانمایی ماشین ظرفشویی و ماشین لباسشویی و یخچال ساید)
مخصوص چیدمان جهیزیه و زوج

دسترسی عالی
کوچه مشجر
زیر قیمت منطقه

آماده تخلیه

عکسها واقعی

مالک منعطف

مشاور تخصصی منطقه :طربی",۷۲ متر پونک (کم واحد ),مقطوع,6000000,,rent_credit,,,مقطوع,800000000,True,True,800000000,700000000.0,6000000,10000000.0,,72,,,1.0,دو,,,True,True,1,0,1394,,,,,,,,squat_seat,,,,,,,stone,,,,,,,,35.77505875,51.33390427,500.0,1403-03-12,1403,3,12,spring,6000000,False,False,False,83333.33333,0.0075,1,67166666.67,5,9,932870.3704,2
14752,25799,residential-rent,apartment-rent,tehran,chitgar,11/1/2024,,"⚜️املاک بزرگ اعتماد واقع در شهرک شهید خرازی
✅ارائه دهنده خدمات ملکی در منطقه ۲۲ 
مشاور شما:
مهندس نادری 
———————————————————

✅ شهرک شهید خرازی

✅تیپ نقشه بلوک: B

✅طبقه:۶

✅ متراژ:۱۰۹

✅دو خواب

✅ جنوبی 

✅ دیزاین شده 

✅امکانات برج و واحد:
لابی من ۲۴‌ ساعته ۴ لاین آسانسور 
خوش نقشه 
نور گیر عالی 
اجاره فوری 

———————————————————

✅جهت مشاوره خرید و فروش/رهن و اجاره با ما در ارتباط باشید.",۱۰۹ متر شهرک خرازی دو خواب ردیف اول نور گیر,مقطوع,15000000,,,,,مقطوع,500000000,False,True,500000000,400000000.0,15000000,18000000.0,,109,,,6.0,دو,29.0,6.0,True,True,1,1,1402,True,,powerhouse,,,duct_split,duct_split,squat_seat,,,south,,,,ceramic,,,,,,,,35.71888733,51.16531372,500.0,1403-08-11,1403,8,11,autumn,15000000,False,False,False,137614.6789,0.03,1,42916666.67,21,1,393730.8869,2
23128,19935,residential-rent,apartment-rent,tehran,shahrak-e-cheshmeh,12/1/2024,,"☚              ⚜️املاک بزرگِ برج⚜️       

⚡️عمارتی مجلل و باشکوه در قلب آسمان
⚡️متفاوت با هر آنچه تا اکنون دیده اید
⚡️آپارتمانی تکرار نشدنی در منطقه۲۲
⚡️سازه ای سوپر لوکس و بلند آوازه

✨✨✨

⚡️نگهبانی و لابی من ۲۴ ساعته
⚡️لابی مجلل و درخور تحسین 
⚡️ویو ابدی بینظیر پاناروما
⚡️غرق در نور تمدید هرساله

✨✨✨

⚡️با پارکینگ انباری و آسانسور
⚡️پلانی زیبا و جذاب
⚡️خوش نقشه واقعی
⚡️تاپ لوکیشن

✨✨✨

⚡️دارای باشگاه و مشاعات آبی فعال
⚡️دارای نانوایی هایپر انواع صنوف و...
⚡️لاکچریترین واحد برج با زیباترین ویو
⚡️دارای محوطه بازی اختصاصی کودکان

❌۳۵ سال حضور درخشان در منطقه ۲۲❌
واحد فوق واقع در بلوار علی دایی روبروی هتل المپیک میباشد.

《آقای قندی》
آدرس دفتر:شهرک چشمه خ چشمه جنوبی نبش اتوبان آزادگان ظلع جنوبی برج عقیق املاک برج

✨✨✨

✅آماده دریافت فایل شما به صورت تلفنی☎
✔مورد های مشابه موجود میباشد ، حتما"" تماس بگیرید⚘️
✅ملک شما را ☚""۳ روزه اجاره میدهیم"" ☚""۷ روزه میفروشیم""

✨✨✨

↔بزرگترین و جامع ترین فایلینگ در منطقه۲۲↔
❌فوری❌          ❌فوری❌          ❌فوری❌
☚             ❌آخرین بازدید شما❌",*کوهک شرقی 133متر 3خ مستر مشاعات آبی فعال*,مقطوع,30000000,,,,,مقطوع,450000000,False,True,450000000,750000000.0,30000000,21000000.0,,135,,,14.0,سه,20.0,6.0,True,True,1,1,1395,True,,powerhouse,,,fan_coil,fan_coil,squat_seat,,,south,,,,ceramic,,,,,,,,35.75350189,51.26151276,500.0,1403-09-11,1403,9,11,autumn,30000000,False,False,False,222222.2222,0.066666667,1,40000000.0,22,8,296296.2963,3
24485,38801,residential-rent,apartment-rent,tehran,kooy-e-bimeh,8/1/2024,مشاور املاک,"۹۵متر۲خواب
خوش نقشه وخوش چیدمان
مشاعات ولابی شیک
بی نقص

شیک ترین مجموعه بیمه

اولین بازدید=قرارداد",۹۵مترفول/تاپ سازه/سکونت چندساله/بی نقص,مقطوع,33000000,,rent_credit,,,مقطوع,200000000,False,False,200000000,,33000000,,,95,,,2.0,دو,5.0,4.0,True,True,1,1,1398,True,,package,,,duct_split,duct_split,squat_seat,,,south,,,,laminate_parquet,,,,,,,,35.70840454,51.31932068,500.0,1403-05-11,1403,5,11,summer,33000000,False,False,False,347368.4211,0.165,1,19416666.67,5,5,204385.9649,2
11576,16593,residential-rent,apartment-rent,tehran,elm-o-sanat,10/1/2024,,آپارتمان فوق فول امکانات می باشد.,رهن و اجاره آپارتمان ۵۵ متر فرجام,مقطوع,3000000,,,,,مقطوع,625000000,False,True,625000000,725000000.0,3000000,0.0,,55,,,5.0,یک,,,,True,1,1,1394,False,,,,,,,,,,,,,,,,,,,,,,35.73828506,51.50590134,,1403-07-10,1403,7,10,autumn,3000000,False,False,False,54545.45455,0.0048,1,52333333.33,4,9,951515.1515,1
18468,35284,residential-rent,apartment-rent,tehran,gholhak,10/1/2024,,"‼️درود دیدگان شمارا به این آگهی دعوت مینمایم‼️
 ✴️تاپ لوکیشن✴️
 نورگیر عالی 
✅️دسترسی عالی به مراکز خرید،مترو،خیابان اصلی و ... 
✅️ همسایگان بسیار آرام و موجه
✅️ آشپزخانه پرکابینت
✅️خوش نقشه 
✅️سالن قابل چیدمان
✅️فول امکانات
✅️ کلید نزد املاک
_________________________________________ 
                ----- عرشیا -----
       ⚜️بزرگ املاک نگین دولت⚜️ 
""خانه‌ای که سزاوار شماست را با ما بیابید""",آپارتمان ۹۵ متر دولت غرق نور,مقطوع,30000000,,,,,مقطوع,400000000,False,False,400000000,,30000000,,,95,,,2.0,دو,4.0,1.0,True,True,1,1,1392,True,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,south,,,,ceramic,,,,,,,,35.77772141,51.44345474,500.0,1403-07-10,1403,7,10,autumn,30000000,False,False,False,315789.4737,0.075,1,35833333.33,3,11,377192.9824,2
